ANEXO IV;;;;;;
Portaria Interministerial MEC/MF nº 14, de 29 de dezembro de 2025;;;;;;
Demonstrativo da Distribuição da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, incisos V a VII da Lei nº 14.113/2020);;;;;;
UF;Ente Federado;Código IBGE; VAAT anterior à Complementação-VAAT (art. 16, IV) (R$) ;" VAAT com a Complementação da União-VAAT
(art. 16, V) (R$) ";" Complementação da União-VAAT
(art. 16, VI) (R$) ";Indicador de Educação Infantil (IEI) - Percentual da Complementação da União-VAAT vinculado à Educação Infantil (art. 16, VII) (%)
SP;LAVINIA;3526506; 14.198,59 ; 14.198,59 ; -   ;0%
SP;LAVRINHAS;3526605; 10.670,87 ; 10.670,87 ; -   ;0%
SP;LEME;3526704; 11.364,82 ; 11.364,82 ; -   ;0%
SP;LENCOIS PAULISTA;3526803; 11.106,68 ; 11.106,68 ; -   ;0%
SP;LIMEIRA;3526902; 13.513,08 ; 13.513,08 ; -   ;0%
SP;LINDOIA;3527009; 11.523,19 ; 11.523,19 ; -   ;0%
SP;LINS;3527108; 11.585,45 ; 11.585,45 ; -   ;0%
SP;LORENA;3527207; 11.658,29 ; 11.658,29 ; -   ;0%
SP;LOURDES;3527256; 13.500,48 ; 13.500,48 ; -   ;0%
SP;LOUVEIRA;3527306; 15.067,20 ; 15.067,20 ; -   ;0%
SP;LUCELIA;3527405; 10.278,19 ; 10.278,19 ; -   ;0%
SP;LUCIANOPOLIS;3527504; 15.508,24 ; 15.508,24 ; -   ;0%
SP;LUIS ANTONIO;3527603; 12.228,31 ; 12.228,31 ; -   ;0%
SP;LUIZIANIA;3527702; 10.577,64 ; 10.577,64 ; -   ;0%
SP;LUPERCIO;3527801; 12.329,40 ; 12.329,40 ; -   ;0%
SP;LUTECIA;3527900; 13.432,90 ; 13.432,90 ; -   ;0%
SP;MACATUBA;3528007; 10.288,01 ; 10.288,01 ; -   ;0%
SP;MACAUBAL;3528106; 13.183,47 ; 13.183,47 ; -   ;0%
SP;MACEDONIA;3528205; 12.971,11 ; 12.971,11 ; -   ;0%
SP;MAGDA;3528304; 13.718,73 ; 13.718,73 ; -   ;0%
SP;MAIRINQUE;3528403; 10.520,02 ; 10.520,02 ; -   ;0%
SP;MAIRIPORA;3528502; 12.353,86 ; 12.353,86 ; -   ;0%
SP;MANDURI;3528601; 11.519,28 ; 11.519,28 ; -   ;0%
SP;MARABA PAULISTA;3528700; 16.207,00 ; 16.207,00 ; -   ;0%
SP;MARACAI;3528809; 12.660,78 ; 12.660,78 ; -   ;0%
SP;MARAPOAMA;3528858; 13.153,57 ; 13.153,57 ; -   ;0%
SP;MARIAPOLIS;3528908; 11.590,90 ; 11.590,90 ; -   ;0%
SP;MARILIA;3529005; 12.942,55 ; 12.942,55 ; -   ;0%
SP;MARINOPOLIS;3529104; 13.206,34 ; 13.206,34 ; -   ;0%
SP;MARTINOPOLIS;3529203; 11.262,44 ; 11.262,44 ; -   ;0%
SP;MATAO;3529302; 12.370,61 ; 12.370,61 ; -   ;0%
SP;MAUA;3529401; 13.713,17 ; 13.713,17 ; -   ;0%
SP;MENDONCA;3529500; 9.718,56 ; 10.194,38 ; 610.185,92 ;52%
SP;MERIDIANO;3529609; 11.875,77 ; 11.875,77 ; -   ;0%
SP;MESOPOLIS;3529658; 13.147,76 ; 13.147,76 ; -   ;0%
SP;MIGUELOPOLIS;3529708; 11.924,56 ; 11.924,56 ; -   ;0%
SP;MINEIROS DO TIETE;3529807; 10.768,29 ; 10.768,29 ; -   ;0%
SP;MIRA ESTRELA;3530003; 13.586,11 ; 13.586,11 ; -   ;0%
SP;MIRACATU;3529906; 9.429,04 ; 10.194,38 ; 2.724.239,15 ;51%
SP;MIRANDOPOLIS;3530102; 12.464,21 ; 12.464,21 ; -   ;0%
SP;MIRANTE DO PARANAPANEMA;3530201; 13.641,43 ; 13.641,43 ; -   ;0%
SP;MIRASSOL;3530300; 12.633,91 ; 12.633,91 ; -   ;0%
SP;MIRASSOLANDIA;3530409; 10.774,08 ; 10.774,08 ; -   ;0%
SP;MOCOCA;3530508; 13.599,41 ; 13.599,41 ; -   ;0%
SP;MOGI DAS CRUZES;3530607; 11.242,87 ; 11.242,87 ; -   ;0%
SP;MOGI MIRIM;3530805; 14.074,56 ; 14.074,56 ; -   ;0%
SP;MOGI-GUACU;3530706; 10.825,77 ; 10.825,77 ; -   ;0%
SP;MOMBUCA;3530904; 10.271,67 ; 10.271,67 ; -   ;0%
SP;MONCOES;3531001; 17.350,39 ; 17.350,39 ; -   ;0%
SP;MONGAGUA;3531100; 12.296,94 ; 12.296,94 ; -   ;0%
SP;MONTE ALEGRE DO SUL;3531209; 11.986,95 ; 11.986,95 ; -   ;0%
SP;MONTE ALTO;3531308; 11.600,96 ; 11.600,96 ; -   ;0%
SP;MONTE APRAZIVEL;3531407; 11.353,24 ; 11.353,24 ; -   ;0%
SP;MONTE AZUL PAULISTA;3531506; 11.497,04 ; 11.497,04 ; -   ;0%
SP;MONTE CASTELO;3531605; 12.958,64 ; 12.958,64 ; -   ;0%
SP;MONTE MOR;3531803; 10.717,10 ; 10.717,10 ; -   ;0%
SP;MONTEIRO LOBATO;3531704; 11.432,17 ; 11.432,17 ; -   ;0%
SP;MORRO AGUDO;3531902; 11.385,69 ; 11.385,69 ; -   ;0%
SP;MORUNGABA;3532009; 10.175,69 ; 10.194,38 ; 47.414,27 ;49%
SP;MOTUCA;3532058; 11.804,01 ; 11.804,01 ; -   ;0%
SP;MURUTINGA DO SUL;3532108; 13.116,25 ; 13.116,25 ; -   ;0%
SP;NANTES;3532157; 15.348,16 ; 15.348,16 ; -   ;0%
SP;NARANDIBA;3532207; 10.615,36 ; 10.615,36 ; -   ;0%
SP;NATIVIDADE DA SERRA;3532306; 11.955,43 ; 11.955,43 ; -   ;0%
SP;NAZARE PAULISTA;3532405; 12.288,85 ; 12.288,85 ; -   ;0%
SP;NEVES PAULISTA;3532504; 12.136,89 ; 12.136,89 ; -   ;0%
SP;NHANDEARA;3532603; 13.392,90 ; 13.392,90 ; -   ;0%
SP;NIPOA;3532702; 10.658,44 ; 10.658,44 ; -   ;0%
SP;NOVA ALIANCA;3532801; 10.462,01 ; 10.462,01 ; -   ;0%
SP;NOVA CAMPINA;3532827; 10.753,54 ; 10.753,54 ; -   ;0%
SP;NOVA CANAA PAULISTA;3532843; 15.562,89 ; 15.562,89 ; -   ;0%
SP;NOVA CASTILHO;3532868; 18.674,93 ; 18.674,93 ; -   ;0%
SP;NOVA EUROPA;3532900; 10.809,95 ; 10.809,95 ; -   ;0%
SP;NOVA GRANADA;3533007; 11.390,05 ; 11.390,05 ; -   ;0%
SP;NOVA GUATAPORANGA;3533106; 14.350,88 ; 14.350,88 ; -   ;0%
SP;NOVA INDEPENDENCIA;3533205; 10.921,89 ; 10.921,89 ; -   ;0%
SP;NOVA LUZITANIA;3533304; 12.646,20 ; 12.646,20 ; -   ;0%
SP;NOVA ODESSA;3533403; 13.976,74 ; 13.976,74 ; -   ;0%
SP;NOVAIS;3533254; 10.552,33 ; 10.552,33 ; -   ;0%
SP;NOVO HORIZONTE;3533502; 11.794,75 ; 11.794,75 ; -   ;0%
SP;NUPORANGA;3533601; 10.838,11 ; 10.838,11 ; -   ;0%
SP;OCAUCU;3533700; 11.427,30 ; 11.427,30 ; -   ;0%
SP;OLEO;3533809; 12.897,37 ; 12.897,37 ; -   ;0%
SP;OLIMPIA;3533908; 11.749,18 ; 11.749,18 ; -   ;0%
SP;ONDA VERDE;3534005; 13.351,92 ; 13.351,92 ; -   ;0%
SP;ORIENTE;3534104; 11.678,64 ; 11.678,64 ; -   ;0%
SP;ORLANDIA;3534302; 10.605,70 ; 10.605,70 ; -   ;0%
SP;OSASCO;3534401; 17.728,17 ; 17.728,17 ; -   ;0%
SP;OSCAR BRESSANE;3534500; 14.615,51 ; 14.615,51 ; -   ;0%
SP;OSVALDO CRUZ;3534609; 12.751,81 ; 12.751,81 ; -   ;0%
SP;OURO VERDE;3534807; 10.126,91 ; 10.194,38 ; 114.151,23 ;44%
SP;OUROESTE;3534757; 12.837,19 ; 12.837,19 ; -   ;0%
SP;PACAEMBU;3534906; 13.252,47 ; 13.252,47 ; -   ;0%
SP;PALESTINA;3535002; 11.287,81 ; 11.287,81 ; -   ;0%
SP;PALMARES PAULISTA;3535101; 10.395,75 ; 10.395,75 ; -   ;0%
SP;PALMEIRA DOESTE;3535200; 12.167,15 ; 12.167,15 ; -   ;0%
SP;PALMITAL;3535309; 12.201,34 ; 12.201,34 ; -   ;0%
SP;PANORAMA;3535408; 11.568,04 ; 11.568,04 ; -   ;0%
SP;PARAGUACU PAULISTA;3535507; 10.546,82 ; 10.546,82 ; -   ;0%
SP;PARAIBUNA;3535606; 15.271,47 ; 15.271,47 ; -   ;0%
SP;PARAISO;3535705; 12.040,77 ; 12.040,77 ; -   ;0%
SP;PARANAPANEMA;3535804; 10.644,77 ; 10.644,77 ; -   ;0%
SP;PARANAPUA;3535903; 10.578,28 ; 10.578,28 ; -   ;0%
SP;PARAPUA;3536000; 11.979,11 ; 11.979,11 ; -   ;0%
SP;PARDINHO;3536109; 13.130,30 ; 13.130,30 ; -   ;0%
SP;PARIQUERA-ACU;3536208; 10.650,72 ; 10.650,72 ; -   ;0%
SP;PARISI;3536257; 11.493,33 ; 11.493,33 ; -   ;0%
SP;PATROCINIO PAULISTA;3536307; 11.503,87 ; 11.503,87 ; -   ;0%
SP;PAULICEIA;3536406; 11.612,02 ; 11.612,02 ; -   ;0%
SP;PAULINIA;3536505; 24.792,27 ; 24.792,27 ; -   ;0%
SP;PAULISTANIA;3536570; 15.751,07 ; 15.751,07 ; -   ;0%
SP;PAULO DE FARIA;3536604; 11.890,69 ; 11.890,69 ; -   ;0%
SP;PEDERNEIRAS;3536703; 11.194,88 ; 11.194,88 ; -   ;0%
SP;PEDRA BELA;3536802; 10.010,61 ; 10.194,38 ; 232.255,37 ;49%
SP;PEDRANOPOLIS;3536901; 14.345,71 ; 14.345,71 ; -   ;0%
SP;PEDREGULHO;3537008; 11.286,36 ; 11.286,36 ; -   ;0%
SP;PEDREIRA;3537107; 11.007,54 ; 11.007,54 ; -   ;0%
SP;PEDRINHAS PAULISTA;3537156; 13.425,68 ; 13.425,68 ; -   ;0%
SP;PEDRO DE TOLEDO;3537206; 11.386,95 ; 11.386,95 ; -   ;0%
SP;PENAPOLIS;3537305; 10.890,01 ; 10.890,01 ; -   ;0%
SP;PEREIRA BARRETO;3537404; 11.331,32 ; 11.331,32 ; -   ;0%
SP;PEREIRAS;3537503; 11.116,88 ; 11.116,88 ; -   ;0%
SP;PERUIBE;3537602; 12.854,54 ; 12.854,54 ; -   ;0%
SP;PIACATU;3537701; 11.512,48 ; 11.512,48 ; -   ;0%
SP;PIEDADE;3537800; 10.753,48 ; 10.753,48 ; -   ;0%
SP;PILAR DO SUL;3537909; 10.240,74 ; 10.240,74 ; -   ;0%
SP;PINDAMONHANGABA;3538006; 12.361,70 ; 12.361,70 ; -   ;0%
SP;PINDORAMA;3538105; 11.932,78 ; 11.932,78 ; -   ;0%
SP;PINHALZINHO;3538204; 10.087,03 ; 10.194,38 ; 323.751,90 ;43%
SP;PIQUEROBI;3538303; 13.679,00 ; 13.679,00 ; -   ;0%
SP;PIQUETE;3538501; 11.404,90 ; 11.404,90 ; -   ;0%
SP;PIRACAIA;3538600; 11.245,78 ; 11.245,78 ; -   ;0%
SP;PIRACICABA;3538709; 13.814,10 ; 13.814,10 ; -   ;0%
SP;PIRAJU;3538808; 10.939,05 ; 10.939,05 ; -   ;0%
SP;PIRAJUI;3538907; 11.631,86 ; 11.631,86 ; -   ;0%
SP;PIRANGI;3539004; 12.183,88 ; 12.183,88 ; -   ;0%
SP;PIRAPORA DO BOM JESUS;3539103; 10.027,00 ; 10.194,38 ; 799.969,30 ;45%
SP;PIRAPOZINHO;3539202; 11.297,83 ; 11.297,83 ; -   ;0%
SP;PIRASSUNUNGA;3539301; 12.338,72 ; 12.338,72 ; -   ;0%
SP;PIRATININGA;3539400; 13.126,64 ; 13.126,64 ; -   ;0%
SP;PITANGUEIRAS;3539509; 11.273,57 ; 11.273,57 ; -   ;0%
SP;PLANALTO;3539608; 15.211,24 ; 15.211,24 ; -   ;0%
SP;PLATINA;3539707; 14.101,56 ; 14.101,56 ; -   ;0%
SP;POA;3539806; 11.166,09 ; 11.166,09 ; -   ;0%
SP;POLONI;3539905; 14.186,42 ; 14.186,42 ; -   ;0%
SP;POMPEIA;3540002; 12.087,96 ; 12.087,96 ; -   ;0%
SP;PONGAI;3540101; 14.624,83 ; 14.624,83 ; -   ;0%
SP;PONTAL;3540200; 10.808,38 ; 10.808,38 ; -   ;0%
SP;PONTALINDA;3540259; 10.304,21 ; 10.304,21 ; -   ;0%
SP;PONTES GESTAL;3540309; 15.565,30 ; 15.565,30 ; -   ;0%
SP;POPULINA;3540408; 12.699,59 ; 12.699,59 ; -   ;0%
SP;PORANGABA;3540507; 10.893,24 ; 10.893,24 ; -   ;0%
SP;PORTO FELIZ;3540606; 14.813,89 ; 14.813,89 ; -   ;0%
SP;PORTO FERREIRA;3540705; 12.413,21 ; 12.413,21 ; -   ;0%
SP;POTIM;3540754; 9.503,18 ; 10.194,38 ; 2.572.349,35 ;49%
SP;POTIRENDABA;3540804; 10.231,31 ; 10.231,31 ; -   ;0%
SP;PRACINHA;3540853; 17.037,92 ; 17.037,92 ; -   ;0%
SP;PRADOPOLIS;3540903; 11.179,35 ; 11.179,35 ; -   ;0%
SP;PRAIA GRANDE;3541000; 13.001,49 ; 13.001,49 ; -   ;0%
SP;PRATANIA;3541059; 9.233,97 ; 10.194,38 ; 1.135.301,02 ;50%
SP;PRESIDENTE ALVES;3541109; 17.076,58 ; 17.076,58 ; -   ;0%
SP;PRESIDENTE BERNARDES;3541208; 11.584,81 ; 11.584,81 ; -   ;0%
SP;PRESIDENTE EPITACIO;3541307; 10.979,74 ; 10.979,74 ; -   ;0%
SP;PRESIDENTE PRUDENTE;3541406; 11.875,94 ; 11.875,94 ; -   ;0%
SP;PRESIDENTE VENCESLAU;3541505; 12.003,07 ; 12.003,07 ; -   ;0%
SP;PROMISSAO;3541604; 12.095,92 ; 12.095,92 ; -   ;0%
SP;QUADRA;3541653; 11.114,56 ; 11.114,56 ; -   ;0%
SP;QUATA;3541703; 11.604,24 ; 11.604,24 ; -   ;0%
SP;QUEIROZ;3541802; 13.069,97 ; 13.069,97 ; -   ;0%
SP;QUELUZ;3541901; 11.876,73 ; 11.876,73 ; -   ;0%
SP;QUINTANA;3542008; 10.313,68 ; 10.313,68 ; -   ;0%
SP;RAFARD;3542107; 10.728,97 ; 10.728,97 ; -   ;0%
SP;RANCHARIA;3542206; 10.985,08 ; 10.985,08 ; -   ;0%
SP;REDENCAO DA SERRA;3542305; 11.670,28 ; 11.670,28 ; -   ;0%
SP;REGENTE FEIJO;3542404; 12.213,18 ; 12.213,18 ; -   ;0%
SP;REGINOPOLIS;3542503; 12.558,92 ; 12.558,92 ; -   ;0%
SP;REGISTRO;3542602; 11.502,79 ; 11.502,79 ; -   ;0%
SP;RESTINGA;3542701; 10.756,10 ; 10.756,10 ; -   ;0%
SP;RIBEIRA;3542800; 12.086,29 ; 12.086,29 ; -   ;0%
SP;RIBEIRAO BONITO;3542909; 10.119,97 ; 10.194,38 ; 162.952,44 ;50%
SP;RIBEIRAO BRANCO;3543006; 9.219,74 ; 10.194,38 ; 3.279.187,30 ;53%
SP;RIBEIRAO CORRENTE;3543105; 10.456,73 ; 10.456,73 ; -   ;0%
SP;RIBEIRAO DO SUL;3543204; 12.440,50 ; 12.440,50 ; -   ;0%
SP;RIBEIRAO DOS INDIOS;3543238; 18.161,36 ; 18.161,36 ; -   ;0%
SP;RIBEIRAO GRANDE;3543253; 10.940,16 ; 10.940,16 ; -   ;0%
SP;RIBEIRAO PIRES;3543303; 13.150,16 ; 13.150,16 ; -   ;0%
SP;RIBEIRAO PRETO;3543402; 16.240,16 ; 16.240,16 ; -   ;0%
SP;RIFAINA;3543600; 15.799,93 ; 15.799,93 ; -   ;0%
SP;RINCAO;3543709; 10.753,67 ; 10.753,67 ; -   ;0%
SP;RINOPOLIS;3543808; 13.481,55 ; 13.481,55 ; -   ;0%
SP;RIO CLARO;3543907; 13.032,06 ; 13.032,06 ; -   ;0%
SP;RIO DAS PEDRAS;3544004; 12.071,24 ; 12.071,24 ; -   ;0%
SP;RIO GRANDE DA SERRA;3544103; 11.728,20 ; 11.728,20 ; -   ;0%
SP;RIOLANDIA;3544202; 10.847,36 ; 10.847,36 ; -   ;0%
SP;RIVERSUL;3543501; 10.151,28 ; 10.194,38 ; 45.625,69 ;50%
SP;ROSANA;3544251; 12.666,52 ; 12.666,52 ; -   ;0%
SP;ROSEIRA;3544301; 10.219,98 ; 10.219,98 ; -   ;0%
SP;RUBIACEA;3544400; 13.409,64 ; 13.409,64 ; -   ;0%
SP;RUBINEIA;3544509; 12.177,54 ; 12.177,54 ; -   ;0%
SP;SABINO;3544608; 14.653,23 ; 14.653,23 ; -   ;0%
SP;SAGRES;3544707; 11.219,53 ; 11.219,53 ; -   ;0%
SP;SALES;3544806; 10.745,64 ; 10.745,64 ; -   ;0%
SP;SALES OLIVEIRA;3544905; 12.822,59 ; 12.822,59 ; -   ;0%
SP;SALESOPOLIS;3545001; 9.711,47 ; 10.194,38 ; 1.095.934,45 ;53%
SP;SALMOURAO;3545100; 11.328,32 ; 11.328,32 ; -   ;0%
SP;SALTINHO;3545159; 11.398,88 ; 11.398,88 ; -   ;0%
SP;SALTO;3545209; 12.685,04 ; 12.685,04 ; -   ;0%
SP;SALTO DE PIRAPORA;3545308; 11.572,08 ; 11.572,08 ; -   ;0%
SP;SALTO GRANDE;3545407; 10.235,06 ; 10.235,06 ; -   ;0%
SP;SANDOVALINA;3545506; 13.139,48 ; 13.139,48 ; -   ;0%
SP;SANTA ADELIA;3545605; 11.588,26 ; 11.588,26 ; -   ;0%
SP;SANTA ALBERTINA;3545704; 11.680,52 ; 11.680,52 ; -   ;0%
SP;SANTA BARBARA DOESTE;3545803; 11.999,78 ; 11.999,78 ; -   ;0%
SP;SANTA BRANCA;3546009; 11.368,47 ; 11.368,47 ; -   ;0%
SP;SANTA CLARA DOESTE;3546108; 13.512,30 ; 13.512,30 ; -   ;0%
SP;SANTA CRUZ DA CONCEICAO;3546207; 16.136,20 ; 16.136,20 ; -   ;0%
SP;SANTA CRUZ DA ESPERANCA;3546256; 12.054,65 ; 12.054,65 ; -   ;0%
SP;SANTA CRUZ DAS PALMEIRAS;3546306; 10.450,39 ; 10.450,39 ; -   ;0%
SP;SANTA CRUZ DO RIO PARDO;3546405; 11.602,08 ; 11.602,08 ; -   ;0%
SP;SANTA ERNESTINA;3546504; 10.572,17 ; 10.572,17 ; -   ;0%
SP;SANTA FE DO SUL;3546603; 10.933,71 ; 10.933,71 ; -   ;0%
SP;SANTA GERTRUDES;3546702; 11.694,19 ; 11.694,19 ; -   ;0%
SP;SANTA ISABEL;3546801; 11.590,10 ; 11.590,10 ; -   ;0%
SP;SANTA LUCIA;3546900; 11.686,53 ; 11.686,53 ; -   ;0%
SP;SANTA MARIA DA SERRA;3547007; 8.991,90 ; 10.194,38 ; 1.473.450,84 ;45%
SP;SANTA MERCEDES;3547106; 12.960,17 ; 12.960,17 ; -   ;0%
SP;SANTA RITA DO PASSA QUATRO;3547502; 13.120,68 ; 13.120,68 ; -   ;0%
SP;SANTA RITA DOESTE;3547403; 15.009,76 ; 15.009,76 ; -   ;0%
SP;SANTA ROSA DE VITERBO;3547601; 11.697,51 ; 11.697,51 ; -   ;0%
SP;SANTA SALETE;3547650; 21.082,96 ; 21.082,96 ; -   ;0%
SP;SANTANA DA PONTE PENSA;3547205; 24.995,64 ; 24.995,64 ; -   ;0%
SP;SANTANA DE PARNAIBA;3547304; 16.232,91 ; 16.232,91 ; -   ;0%
SP;SANTO ANASTACIO;3547700; 11.628,40 ; 11.628,40 ; -   ;0%
SP;SANTO ANDRE;3547809; 16.642,15 ; 16.642,15 ; -   ;0%
SP;SANTO ANTONIO DA ALEGRIA;3547908; 10.274,72 ; 10.274,72 ; -   ;0%
SP;SANTO ANTONIO DE POSSE;3548005; 10.052,99 ; 10.194,38 ; 787.285,04 ;44%
SP;SANTO ANTONIO DO ARACANGUA;3548054; 12.558,93 ; 12.558,93 ; -   ;0%
SP;SANTO ANTONIO DO JARDIM;3548104; 11.927,40 ; 11.927,40 ; -   ;0%
SP;SANTO ANTONIO DO PINHAL;3548203; 9.962,41 ; 10.194,38 ; 400.117,39 ;55%
SP;SANTO EXPEDITO;3548302; 10.791,48 ; 10.791,48 ; -   ;0%
SP;SANTOPOLIS DO AGUAPEI;3548401; 10.345,73 ; 10.345,73 ; -   ;0%
SP;SANTOS;3548500; 24.998,48 ; 24.998,48 ; -   ;0%
SP;SAO BENTO DO SAPUCAI;3548609; 13.141,53 ; 13.141,53 ; -   ;0%
SP;SAO BERNARDO DO CAMPO;3548708; 15.188,87 ; 15.188,87 ; -   ;0%
SP;SAO CAETANO DO SUL;3548807; 20.148,30 ; 20.148,30 ; -   ;0%
SP;SAO CARLOS;3548906; 15.239,03 ; 15.239,03 ; -   ;0%
SP;SAO FRANCISCO;3549003; 15.872,43 ; 15.872,43 ; -   ;0%
SP;SAO JOAO DA BOA VISTA;3549102; 11.980,82 ; 11.980,82 ; -   ;0%
SP;SAO JOAO DAS DUAS PONTES;3549201; 14.480,31 ; 14.480,31 ; -   ;0%
SP;SAO JOAO DE IRACEMA;3549250; 13.410,25 ; 13.410,25 ; -   ;0%
SP;SAO JOAO DO PAU DALHO;3549300; 15.291,05 ; 15.291,05 ; -   ;0%
SP;SAO JOAQUIM DA BARRA;3549409; 12.306,69 ; 12.306,69 ; -   ;0%
SP;SAO JOSE DA BELA VISTA;3549508; 12.965,05 ; 12.965,05 ; -   ;0%
SP;SAO JOSE DO BARREIRO;3549607; 14.241,46 ; 14.241,46 ; -   ;0%
SP;SAO JOSE DO RIO PARDO;3549706; 12.007,91 ; 12.007,91 ; -   ;0%
SP;SAO JOSE DO RIO PRETO;3549805; 14.232,71 ; 14.232,71 ; -   ;0%
SP;SAO JOSE DOS CAMPOS;3549904; 12.613,90 ; 12.613,90 ; -   ;0%
SP;SAO LOURENCO DA SERRA;3549953; 11.514,17 ; 11.514,17 ; -   ;0%
SP;SAO LUIS DO PARAITINGA;3550001; 10.258,36 ; 10.258,36 ; -   ;0%
SP;SAO MANUEL;3550100; 11.570,82 ; 11.570,82 ; -   ;0%
SP;SAO MIGUEL ARCANJO;3550209; 10.282,03 ; 10.282,03 ; -   ;0%
SP;SAO PAULO;3550308; 20.853,23 ; 20.853,23 ; -   ;0%
SP;São Paulo;35; 11.506,97 ; 11.506,97 ; -   ;0%
SP;SAO PEDRO;3550407; 10.404,70 ; 10.404,70 ; -   ;0%
SP;SAO PEDRO DO TURVO;3550506; 11.449,31 ; 11.449,31 ; -   ;0%
SP;SAO ROQUE;3550605; 11.021,13 ; 11.021,13 ; -   ;0%
SP;SAO SEBASTIAO;3550704; 19.587,03 ; 19.587,03 ; -   ;0%
SP;SAO SEBASTIAO DA GRAMA;3550803; 10.467,84 ; 10.467,84 ; -   ;0%
SP;SAO SIMAO;3550902; 16.188,13 ; 16.188,13 ; -   ;0%
SP;SAO VICENTE;3551009; 11.425,06 ; 11.425,06 ; -   ;0%
SP;SARAPUI;3551108; 10.258,55 ; 10.258,55 ; -   ;0%
SP;SARUTAIA;3551207; 12.892,18 ; 12.892,18 ; -   ;0%
SP;SEBASTIANOPOLIS DO SUL;3551306; 14.872,37 ; 14.872,37 ; -   ;0%
SP;SERRA AZUL;3551405; 11.886,31 ; 11.886,31 ; -   ;0%
SP;SERRA NEGRA;3551603; 14.865,79 ; 14.865,79 ; -   ;0%
SP;SERRANA;3551504; 9.878,23 ; 10.194,38 ; 2.656.377,34 ;47%
SP;SERTAOZINHO;3551702; 11.990,55 ; 11.990,55 ; -   ;0%
SP;SETE BARRAS;3551801; 9.680,98 ; 10.194,38 ; 1.167.440,24 ;56%
SP;SEVERINIA;3551900; 9.923,57 ; 10.194,38 ; 824.333,53 ;50%
SP;SILVEIRAS;3552007; 14.535,98 ; 14.535,98 ; -   ;0%
SP;SOCORRO;3552106; 12.428,10 ; 12.428,10 ; -   ;0%
SP;SOROCABA;3552205; 14.162,40 ; 14.162,40 ; -   ;0%
SP;SUD MENNUCCI;3552304; 11.055,23 ; 11.055,23 ; -   ;0%
SP;SUMARE;3552403; 11.588,61 ; 11.588,61 ; -   ;0%
SP;SUZANAPOLIS;3552551; 15.358,90 ; 15.358,90 ; -   ;0%
SP;SUZANO;3552502; 11.600,17 ; 11.600,17 ; -   ;0%
SP;TABAPUA;3552601; 11.031,78 ; 11.031,78 ; -   ;0%
SP;TABATINGA;3552700; 10.038,47 ; 10.194,38 ; 395.260,96 ;46%
SP;TABOAO DA SERRA;3552809; 11.812,22 ; 11.812,22 ; -   ;0%
SP;TACIBA;3552908; 11.473,28 ; 11.473,28 ; -   ;0%
SP;TAGUAI;3553005; 9.645,65 ; 10.194,38 ; 1.375.555,10 ;44%
SP;TAIACU;3553104; 9.911,08 ; 10.194,38 ; 280.373,18 ;41%
SP;TAIUVA;3553203; 10.659,85 ; 10.659,85 ; -   ;0%
SP;TAMBAU;3553302; 11.563,85 ; 11.563,85 ; -   ;0%
SP;TANABI;3553401; 10.911,79 ; 10.911,79 ; -   ;0%
SP;TAPIRAI;3553500; 9.194,30 ; 10.194,38 ; 1.594.874,19 ;50%
SP;TAPIRATIBA;3553609; 9.860,22 ; 10.194,38 ; 849.761,21 ;29%
SP;TAQUARAL;3553658; 15.696,51 ; 15.696,51 ; -   ;0%
SP;TAQUARITINGA;3553708; 12.139,15 ; 12.139,15 ; -   ;0%
SP;TAQUARITUBA;3553807; 10.525,82 ; 10.525,82 ; -   ;0%
SP;TAQUARIVAI;3553856; 9.687,22 ; 10.194,38 ; 840.183,79 ;53%
SP;TARABAI;3553906; 10.459,14 ; 10.459,14 ; -   ;0%
SP;TARUMA;3553955; 11.427,64 ; 11.427,64 ; -   ;0%
SP;TATUI;3554003; 11.134,23 ; 11.134,23 ; -   ;0%
SP;TAUBATE;3554102; 11.290,68 ; 11.290,68 ; -   ;0%
SP;TEJUPA;3554201; 11.437,64 ; 11.437,64 ; -   ;0%
SP;TEODORO SAMPAIO;3554300; 10.339,35 ; 10.339,35 ; -   ;0%
SP;TERRA ROXA;3554409; 10.101,58 ; 10.194,38 ; 138.959,76 ;53%
SP;TIETE;3554508; 11.134,27 ; 11.134,27 ; -   ;0%
SP;TIMBURI;3554607; 13.654,18 ; 13.654,18 ; -   ;0%
SP;TORRE DE PEDRA;3554656; 12.632,56 ; 12.632,56 ; -   ;0%
SP;TORRINHA;3554706; 11.518,61 ; 11.518,61 ; -   ;0%
SP;TRABIJU;3554755; 13.793,06 ; 13.793,06 ; -   ;0%
SP;TREMEMBE;3554805; 12.804,70 ; 12.804,70 ; -   ;0%
SP;TRES FRONTEIRAS;3554904; 11.708,76 ; 11.708,76 ; -   ;0%
SP;TUIUTI;3554953; 9.607,97 ; 10.194,38 ; 866.801,55 ;56%
SP;TUPA;3555000; 12.106,97 ; 12.106,97 ; -   ;0%
SP;TUPI PAULISTA;3555109; 9.183,16 ; 10.194,38 ; 2.338.339,98 ;46%
SP;TURIUBA;3555208; 16.669,64 ; 16.669,64 ; -   ;0%
SP;TURMALINA;3555307; 15.511,91 ; 15.511,91 ; -   ;0%
SP;UBARANA;3555356; 10.750,18 ; 10.750,18 ; -   ;0%
SP;UBATUBA;3555406; 12.094,15 ; 12.094,15 ; -   ;0%
